name,price,bookmark,happy,sad,food_type,location,Num_review,highlight,num_branch,num_seat,pay_list,other_facility,path,taste,decor,service,hygiene,value,overall
GOPIZZA HK (北角匯2期),$51-100,3253,28,0,Korean,North Point,38,0,2,20,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,JCB,Apple Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Parking,Phone Reservation,Delivery,10% Service Charge,TV Broadcast,Spot payment","2-min walk from Exit A1, North Point MTR Station",4,4,4,4,4,20
德成號,$51-100,7736,123,5,Hong Kong Style,North Point,186,0,1,0,Cash,0,"4-min walk from Exit A1, North Point MTR Station",4,3,3,3,3,16
Hualien Dating 遇見花蓮,$51-100,727,41,4,Taiwan,North Point,53,0,1,0,0,0,"3-min walk from Exit A, Fortress Hill MTR Station",4,4,3,3,4,18
VV尾線,$51-100,2395,30,3,Sichuan,North Point,43,0,1,0,"Cash,Octopus",0,"2-min walk from Exit B4, North Point MTR Station",4,3,3,4,3,17
Ham Dan King @Freshlane 鹹蛋王@Freshlane,$51-100,347,48,0,Singaporean,North Point,49,0,,,,,,,,,,,
阿一豬扒酸辣米?,Below $50,3416,71,26,Yunnan,North Point,175,0,,,,,,,,,,,
A Boutea (Wharf Road) 花斑茶社 (和富道),Below $50,1970,57,1,Taiwan,North Point,83,0,,,,,,,,,,,
Victoria Pearl 明珠海景,$101-200,8554,23,5,Guangdong,North Point,55,0,,,,,,,,,,,
PizzaExpress (Harbour North) PizzaExpress (北角匯),$101-200,2469,20,1,Italian,North Point,26,0,,,,,,,,,,,
Hikari ?,Above $801,2141,24,1,Japanese,North Point,29,0,,,,,,,,,,,
Hainanmom (Shu Kuk Street) 瓊媽媽 (書局街),Below $50,5445,54,2,Hong Kong Style,North Point,81,0,,,,,,,,,,,
Vegelink Vegetarian Cuisine 素之樂創意蔬食料理,Below $50,5695,55,3,International,North Point,79,0,,,,,,,,,,,
Sl?TH Caf?,$51-100,2119,15,0,International,North Point,26,0,,,,,,,,,,,
梅窩麻糬王,Below $50,2117,13,0,Hong Kong Style,North Point,21,0,,,,,,,,,,,
No Boundary (Wharf Road) 無邊 (和富道),$101-200,2562,25,6,International,North Point,48,0,,,,,,,,,,,
New Dim Siu Yi 店小二,$201-400,5550,13,3,Guangdong,North Point,30,0,,,,,,,,,,,
Red Star Restaurant & Pub 紅星餐廳,$51-100,3810,86,11,Western,North Point,125,0,,,,,,,,,,,
Shuto 酒?,$101-200,4931,39,6,Japanese,North Point,59,0,,,,,,,,,,,
Le Bec Fin,$401-800,9510,16,3,Japanese,North Point,21,0,,,,,,,,,,,
Queen's Cafe 皇后飯店,$101-200,2872,33,9,Eastern Europe,North Point,73,0,,,,,,,,,,,
MENRAKU ??,$101-200,3849,26,9,Japanese,North Point,65,0,,,,,,,,,,,
逸東餃子,Below $50,1989,20,0,Hong Kong Style,North Point,25,0,,,,,,,,,,,
偉爵爺私房菜,$101-200,301,23,1,Hunan,North Point,25,0,,,,,,,,,,,
Youngchickrice 雞少去骨海南雞,$51-100,410,25,0,Malaysian,North Point,33,0,,,,,,,,,,,
重房,$401-800,1749,21,0,Japanese,North Point,23,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay","Online Reservation,Phone Reservation,Reward Dining Points,10% Service Charge","2-min walk from Exit A2, North Point MTR Station",4,4,4,4,4,20
利強記北角雞蛋仔,Below $50,6104,195,53,Hong Kong Style,North Point,407,0,3,0,Cash,0,"2-min walk from Exit B1, North Point MTR Station",3,2,3,2,2,12
Farm Chap,Below $50,3348,13,2,Hong Kong Style,North Point,20,0,1,0,0,0,"5-min walk from Exit A, Fortress Hill MTR Station",3,3,4,4,3,17
Original Cake Shop 源祖之味古早蛋糕店,$51-100,81,18,0,Taiwan,North Point,18,0,3,0,0,0,"2-min walk from Exit A1, North Point MTR Station",4,4,4,4,4,20
Five Guys,$51-100,1092,22,5,American,North Point,50,0,9,0,"Visa,Master,Cash,AE,UnionPay,JCB,Apple Pay",0,"3-min walk from Exit A, Fortress Hill MTR Station",3,4,3,4,3,17
Enthusiasm Cafe,$101-200,1378,15,0,Western,North Point,23,0,1,0,"Cash,Octopus",0,"4-min walk from Exit B4, North Point MTR Station",4,4,4,4,4,20
Three Virtues Vegetarian Restaurant (Kiu Kwan Mansion) 三德素食館 (僑冠大廈),$101-200,2735,66,8,Guangdong,North Point,123,0,3,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay","10% Service Charge,Spot payment,Vegetarian","2-min walk from Exit B1, North Point MTR Station; 華豐國貨商場, 商務樓上",3,3,3,3,3,15
Chicken Factory (健威坊),Below $50,2348,15,2,International,North Point,27,0,30,0,"AlipayHK,Alipay,Cash",Spot payment,"4-min walk from Exit B1, North Point MTR Station",3,3,3,3,4,16
Choi Fook Delight Banquet 彩福喜宴,$101-200,2635,69,17,Guangdong,North Point,120,0,5,340,"Visa,Master,Cash,UnionPay","Wi-Fi,Alcoholic Drinks,Delivery,10% Service Charge","3-min walk from Exit B, Fortress Hill MTR Station",3,3,3,3,3,15
韓味屋,$101-200,3355,47,7,Korean,North Point,89,0,2,22,"AlipayHK,Alipay,Cash","Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Spot payment","5-min walk from Exit B3, North Point MTR Station",4,2,3,3,3,15
Umimachidon (Harbour North) 海街丼 (北角匯),$101-200,2368,11,0,Japanese,North Point,21,0,4,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,OpenRice Pay","Online Reservation,Reward Dining Points,Spot payment","2-min walk from Exit A1, North Point MTR Station",4,4,3,4,3,18
Steak ART,$201-400,2571,10,0,Western,North Point,16,0,1,0,"Visa,Master,Cash,Apple Pay,Google Pay","Online Reservation,Reward Dining Points","2-min walk from Exit A1, North Point MTR Station",4,4,4,4,3,19
The Farmhouse Deli餅店,$51-100,530,16,0,Western,North Point,21,0,1,28,"Visa,Master,AlipayHK,Cash,Octopus,AE,UnionPay,JCB,WeChat Pay,Payme","Alcoholic Drinks,10% Service Charge,TV Broadcast","3-min walk from Exit A1, North Point MTR Station",4,4,4,4,4,20
Coffee 101,Below $50,5043,32,5,Western,North Point,58,0,,,,,,,,,,,
梁慶記,$51-100,1156,18,1,Guangdong,North Point,28,0,2,0,"AlipayHK,Cash,Octopus,WeChat Pay",0,"5-min walk from Exit B, Fortress Hill MTR Station",3,3,4,3,3,16
Nha Trang Vietnamese Canteen (Harbour North) 芽莊越式料理 (北角匯),$101-200,934,12,0,Vietnamese,North Point,22,0,11,0,"Visa,Master,AlipayHK,Cash,Octopus",Phone Reservation,"2-min walk from Exit A1, North Point MTR Station",4,4,3,4,3,18
Bali Bowl @Freshlane 城市中心,$51-100,43,14,0,Indonesian,North Point,14,0,1,0,Cash,0,"5-min walk from Exit B, Fortress Hill MTR Station",4,4,4,4,4,20
alfafa (港運城),$51-100,2006,25,7,Western,North Point,65,0,5,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,OpenRice Pay","Online Reservation,Wi-Fi,Reward Dining Points,10% Service Charge,Spot payment","Exit B3, North Point MTR Station",3,3,3,3,3,15
Menya Musashi Kodou (Harbour North) ?屋武?虎洞 (北角匯),$51-100,1200,31,9,Japanese,North Point,68,0,5,0,"Visa,Master,Cash,AE,UnionPay,OpenRice Pay",10% Service Charge,"2-min walk from Exit A1, North Point MTR Station",3,3,3,4,3,16
紅葉冰室,$51-100,483,16,1,Hong Kong Style,North Point,19,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"5-min walk from Exit A, Fortress Hill MTR Station",4,4,4,4,4,20
Little Chilli 小辣椒,$101-200,3896,117,29,Sichuan,North Point,227,0,1,0,"AlipayHK,Alipay,Cash,Octopus","Phone Reservation,Delivery,Live Sports Broadcast,Spot payment","6-min walk from Exit A1, North Point MTR Station",3,3,2,3,3,14
串燒食堂,$101-200,4145,42,0,Hong Kong Style,North Point,47,0,1,24,"AlipayHK,Alipay,Cash,OpenRice Pay","Wi-Fi,Alcoholic Drinks,Phone Reservation,10% Service Charge,TV Broadcast,Spot payment","Exit A1, North Point MTR Station",4,3,4,3,4,18
小老板 (華凱大廈),Below $50,4946,21,1,Shanghai,North Point,38,0,2,0,"AlipayHK,Alipay,Cash","Delivery,Spot payment","3-min walk from Exit B, Fortress Hill MTR Station",3,2,3,3,4,15
As Fire As Tea 如火如茶,Below $50,435,16,0,Hong Kong Style,North Point,23,0,1,0,"Cash,Octopus,payme","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","7-min walk from Exit B, Fortress Hill MTR Station",4,4,4,4,4,20
蛇王良,Below $50,4078,62,1,Guangdong,North Point,83,0,1,0,Cash,0,"4-min walk from Exit B, Fortress Hill MTR Station",4,3,3,3,3,16
Thai Cuisine 泰金香小廚,$51-100,1827,28,3,Thai,North Point,45,0,1,65,Cash,"Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,Delivery,10% Service Charge","4-min walk from Exit B, Fortress Hill MTR Station",4,3,3,3,3,16
Yau Ming Recipe 友鳴食譜,$101-200,247,15,1,Sichuan,North Point,18,0,1,70,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,Apple Pay,WeChat Pay","Online Reservation,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,10% Service Charge","2-min walk from Exit B1, North Point MTR Station",4,4,4,4,4,20
Lei Garden 利苑酒家,$201-400,2363,34,6,Guangdong,North Point,56,0,11,0,"Visa,Master,Cash,AE,UnionPay,JCB,Diners","Alcoholic Drinks,May Bring Your Own Wine,Parking,Phone Reservation,10% Service Charge","5-min walk from Exit B, Fortress Hill MTR Station",3,3,3,3,3,15
Housewifey 北角煮飯仔,Below $50,444,28,1,Hong Kong Style,North Point,30,0,1,0,Cash,0,"2-min walk from Exit A4, North Point MTR Station; 北角站A4出口",4,3,4,4,4,19
日木三分車仔麵,Below $50,2894,12,1,Hong Kong Style,North Point,17,0,2,0,"AlipayHK,Alipay,Cash,OpenRice Pay",Spot payment,"5-min walk from Exit B4, North Point MTR Station",3,3,3,3,3,15
TamJai SamGor 譚仔三哥米線,Below $50,1265,24,2,Yunnan,North Point,53,0,91,0,"Visa,Master,AlipayHK,Cash,Octopus,WeChat Pay","Alcoholic Drinks,Delivery,10% Service Charge","4-min walk from Exit B1, North Point MTR Station",3,3,3,3,3,15
海樂餃子店,Below $50,636,13,0,Shanghai,North Point,17,0,1,0,Cash,0,"3-min walk from Exit B1, North Point MTR Station",4,3,4,4,4,19
Greens Cafe 綠怡咖啡廳,$201-400,3900,51,29,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",North Point,146,0,1,200,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,WeChat Pay,OpenRice Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Delivery,10% Service Charge,Spot payment","Exit C, Quarry Bay MTR Station",2,3,3,3,3,14
Loud Tea (Rialto Mansion) 響茶 (利都樓),Below $50,1421,13,0,Taiwan,North Point,18,0,7,0,"Cash,Octopus,PayMe",0,"3-min walk from Exit B, Fortress Hill MTR Station",4,4,4,4,4,20
Sour and Spicy Noodle (Electric Road) 傷心酸辣粉 (電氣道),$51-100,2359,17,5,Sichuan,North Point,31,0,9,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay","Alcoholic Drinks,TV Broadcast,Spot payment","5-min walk from Exit B, Fortress Hill MTR Station",3,3,3,3,4,16
OEDO Japanese Restaurant 大江戶日本料理,$201-400,3308,56,6,Japanese,North Point,93,0,1,100,"Visa,Master,Cash,AE,UnionPay,JCB","Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Phone Reservation,10% Service Charge","Exit B3, North Point MTR Station",3,4,3,4,3,17
Smoko,$51-100,3396,27,1,Western,North Point,40,0,1,0,Cash,0,"3-min walk from Exit A, Fortress Hill MTR Station",3,3,3,3,3,15
intiMATE.Coffee,$51-100,2171,7,0,Hong Kong Style,North Point,11,0,1,0,"Cash,Payme",0,"2-min walk from Exit B1, North Point MTR Station",4,4,4,4,3,19
Eggs Bakery 蛋香烘焙,Below $50,1892,27,2,Hong Kong Style,North Point,55,0,1,0,"AlipayHK,Alipay,Cash,Octopus","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","3-min walk from Exit B, Fortress Hill MTR Station",3,3,3,3,3,15
Ming Ming Cart Noodle Bar (King's Road) 明明車仔麵專門店 (英皇道),Below $50,2003,14,0,Hong Kong Style,North Point,22,0,4,0,"AlipayHK,Alipay,Cash",Spot payment,"3-min walk from Exit B, Fortress Hill MTR Station",4,3,3,3,4,17
Vegetarian Kitchen 素食園坊,$51-100,1316,11,2,Hong Kong Style,North Point,29,0,1,0,Cash,0,"3-min walk from Exit B1, North Point MTR Station",3,3,3,4,3,16
Itamama (健威坊),$51-100,2012,10,1,Western,North Point,24,0,6,0,"AlipayHK,Alipay,Cash",Spot payment,"4-min walk from Exit B1, North Point MTR Station",3,3,3,3,3,15
The Mandarin House 文華軒,$201-400,2049,11,1,Guangdong,North Point,31,0,,,,,,,,,,,
Prisma Coffee Company,Below $50,1806,10,0,Western,North Point,14,0,1,0,Cash,Eco-Friendly,"6-min walk from Exit A, Fortress Hill MTR Station",4,4,4,4,4,20
Cha Thai (Fitfort) 茶泰 (健威坊),$51-100,1925,11,2,Thai,North Point,32,0,5,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay",Spot payment,"4-min walk from Exit B1, North Point MTR Station",3,3,3,4,3,16
Siam Garden 暹羅苑,$51-100,1551,26,6,Thai,North Point,52,0,1,140,"Visa,Master,Cash","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Parking,Phone Reservation,Delivery,10% Service Charge,TV Broadcast","6-min walk from Exit B4, North Point MTR Station",3,3,3,3,3,15
PizzaExpress Pizzeria,$101-200,212,17,1,Italian,North Point,18,0,22,0,"Visa,Master,AlipayHK,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Reward Dining Points,10% Service Charge,Outdoor Seating","3-min walk from Exit A, Fortress Hill MTR Station",4,4,4,4,4,20
Han Sing Sing Korean Cuisine 韓星星韓國料理,$101-200,3185,35,5,Korean,North Point,66,0,1,60,Cash,"Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Parking,Phone Reservation,Delivery,10% Service Charge,TV Broadcast","5-min walk from Exit A, Fortress Hill MTR Station",3,3,3,3,3,15
Mui Fa Chuen Restaurant 梅花?小館,$51-100,3820,55,4,Chiu Chow,North Point,80,0,2,0,"Cash,Octopus","Alcoholic Drinks,Phone Reservation,Delivery,TV Broadcast","1-min walk from Exit B4, North Point MTR Station",3,3,3,3,3,15
Clay Pot Indian Restaurant 烤爐印度餐廳,$51-100,4246,84,0,Indian,North Point,109,0,1,0,Cash,Alcoholic Drinks,"3-min walk from Exit B, Fortress Hill MTR Station",4,2,4,3,3,16
Ca-Tu-Ya 吉豚屋吉列豬扒專門店,$51-100,3252,42,6,Japanese,North Point,85,0,6,47,"AlipayHK,Alipay,Cash,Octopus","Wi-Fi,Alcoholic Drinks,Kid-friendly,Phone Reservation,10% Service Charge,Spot payment","3-min walk from Exit B, Fortress Hill MTR Station",3,3,3,3,3,15
Koji Charcoal Grill 菊志炭燒,$401-800,4355,10,3,Japanese,North Point,19,0,1,24,"Visa,Master,Cash,AE,UnionPay","Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Delivery,10% Service Charge","1-min walk from Exit A2, North Point MTR Station",4,4,4,4,3,19
Dalat Vietnamese Restaurant 大叻越南牛肉粉餐廳,Below $50,1294,24,4,Vietnamese,North Point,52,0,6,0,Cash,0,"1-min walk from Exit B4, North Point MTR Station",3,3,2,3,3,14
The Restaurant,$101-200,876,27,1,International,North Point,49,0,1,0,"Visa,Master,Cash",Wi-Fi,"1-min walk from Exit A1, North Point MTR Station",3,3,3,3,3,15
聚潮潮汕地道美食,Below $50,1683,15,2,Chiu Chow,North Point,25,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"5-min walk from Exit A1, North Point MTR Station",3,3,3,3,3,15
嚐喜大不同特式餐廳小廚,$51-100,5596,18,6,Guangdong,North Point,56,0,2,0,Cash,0,"2-min walk from Exit B4, North Point MTR Station",3,3,3,3,3,15
Chateraise (北角匯),$51-100,897,8,0,Japanese,North Point,15,0,59,0,"Visa,Master,AlipayHK,Cash,Octopus,UnionPay,Apple Pay,Google Pay,WeChat Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","2-min walk from Exit A1, North Point MTR Station",4,4,4,4,4,20
The Coffee Academics,$51-100,312,8,0,International,North Point,15,0,16,0,"Visa,Master,Cash,Octopus,UnionPay,Apple Pay,Google Pay",0,"2-min walk from Exit B1, North Point MTR Station",3,4,3,4,3,17
竹園重慶雞煲,$101-200,3625,30,2,Sichuan,North Point,44,0,1,0,Cash,"Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,10% Service Charge,TV Broadcast","3-min walk from Exit A1, North Point MTR Station",4,3,3,3,4,17
LUNGO,$51-100,823,7,1,Western,North Point,12,0,3,0,"Visa,Master,Cash,Octopus,Apple Pay,Google Pay",0,"5-min walk from Exit A, Fortress Hill MTR Station",4,3,4,3,3,17
君戶鍋貼大王,Below $50,527,6,0,Shanghai,North Point,14,0,4,0,"AlipayHK,Cash,Octopus",0,"3-min walk from Exit A, Fortress Hill MTR Station",3,3,3,3,4,16
Gold Medal Caf? 金牌冰室,$51-100,1065,9,1,Hong Kong Style,North Point,11,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"4-min walk from Exit C, Quarry Bay MTR Station",3,3,3,3,4,16
Deli 313,$51-100,269,11,0,Thai,North Point,13,0,1,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"7-min walk from Exit A1, North Point MTR Station",4,4,4,4,4,20
Planet Foody Prime,$101-200,457,7,0,Western,North Point,8,0,5,18,"Visa,AlipayHK,Alipay,Octopus,WeChat Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","7-min walk from Exit A, Fortress Hill MTR Station",4,4,4,4,4,20
UCC Coffee Shop,$101-200,571,10,0,Japanese,North Point,20,0,10,0,Cash,0,"2-min walk from Exit A1, North Point MTR Station",4,4,4,4,3,19
Nagomi 「和」日本料理,$201-400,1123,26,2,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",North Point,34,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,OpenRice Pay","Wi-Fi,Alcoholic Drinks,Parking,Phone Reservation,10% Service Charge,Spot payment","Exit A, Fortress Hill MTR Station",4,4,4,4,3,19
BEING GOOD CAFE,$51-100,1118,7,0,Western,North Point,11,0,1,6,"Cash,PAYME","Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Delivery,10% Service Charge,Outdoor Seating","4-min walk from Exit A, Fortress Hill MTR Station",4,4,4,4,4,20
富怡粉麵專家,Below $50,1371,20,1,Chiu Chow,North Point,27,0,2,0,"AlipayHK,Alipay,Cash,WeChat Pay",Spot payment,"1-min walk from Exit B4, North Point MTR Station",4,4,4,4,4,20
忠記粥品 (北角道),Below $50,1962,16,0,Hong Kong Style,North Point,31,0,7,0,"AlipayHK,Alipay","Wi-Fi,Alcoholic Drinks,10% Service Charge,TV Broadcast,Spot payment","6-min walk from Exit B1, North Point MTR Station",4,3,3,3,4,17
餃里 （炮台山店）,Below $50,1249,6,0,Guangdong,North Point,10,0,2,0,"AlipayHK,Alipay",Spot payment,"3-min walk from Exit A, Fortress Hill MTR Station",4,4,4,4,4,20
NAAM MIN 腩麵茶餐廳,Below $50,650,10,0,Guangdong,North Point,12,0,1,48,"AlipayHK,Alipay,Cash,Octopus,OpenRice Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,TV Broadcast,Spot payment","2-min walk from Exit B1, North Point MTR Station",4,4,4,4,4,20
Tsui Yuen Dessert 翠苑甜品專家,Below $50,2718,93,11,Hong Kong Style,North Point,162,0,5,40,Cash,Phone Reservation,"6-min walk from Exit B1, North Point MTR Station",3,3,3,3,3,15
NINOEN Japanese Take-Away Shop 日?苑西日式外賣專門店,$51-100,2910,11,3,Japanese,North Point,21,0,5,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"5-min walk from Exit A1, North Point MTR Station",3,3,3,3,3,15
Chillie Garden Restaurant 雙辣屋,$51-100,1330,47,2,Indian,North Point,55,0,1,32,"Visa,Master,AlipayHK,Alipay,Cash,AE","Alcoholic Drinks,Phone Reservation,10% Service Charge,TV Broadcast,Spot payment","4-min walk from Exit B, Fortress Hill MTR Station",4,3,4,3,4,18
Hua Hin Restaurant 華欣泰國菜館,$101-200,1056,9,1,Thai,North Point,17,0,1,0,Cash,0,"4-min walk from Exit A, Fortress Hill MTR Station",3,3,3,3,3,15
Aquadeli 海家。酸菜魚,$101-200,670,10,0,Sichuan,North Point,16,0,1,0,"Visa,Master,Cash,AE",0,"2-min walk from Exit A4, North Point MTR Station",3,4,4,4,3,18
Genki Sushi 元??司,$101-200,542,15,1,Japanese,North Point,27,0,73,70,"Visa,Master,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay","Wi-Fi,May Bring Your Own Wine,Kid-friendly,Parking,10% Service Charge","3-min walk from Exit A, Fortress Hill MTR Station",3,3,3,3,3,15
Aquadicted 水戶,$51-100,571,10,0,Western,North Point,16,0,1,0,0,0,"3-min walk from Exit B, Fortress Hill MTR Station",4,4,4,4,3,19
Tsukimi Japanese Restaurant 月見日本料理,$101-200,1076,16,3,Japanese,North Point,33,0,1,0,"Visa,Master,Cash,AE","Alcoholic Drinks,Phone Reservation,10% Service Charge","6-min walk from Exit A1, North Point MTR Station",4,4,4,4,3,19
泰金國 (城市花園),$101-200,1111,9,1,Thai,North Point,18,0,1,0,"Cash,Octopus,PayMe, FPS","Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,10% Service Charge","6-min walk from Exit B, Fortress Hill MTR Station",3,4,4,4,4,19
Nam Kee Spring Roll Noodle Co. Ltd 南記粉麵,Below $50,1143,23,2,Hong Kong Style,North Point,54,0,28,0,Cash,Delivery,"2-min walk from Exit A1, North Point MTR Station",3,3,2,3,3,14
錦江軒,$51-100,1219,23,3,Shanghai,North Point,40,0,1,80,"Visa,Master,AlipayHK,Alipay,Cash","Parking,Spot payment","6-min walk from Exit B, Fortress Hill MTR Station",3,3,3,3,3,15
Sooo Vegi 素食主意,Below $50,3426,25,0,International,North Point,31,0,1,9,Cash,"Wi-Fi,Alcoholic Drinks,Eco-Friendly,Delivery,10% Service Charge,Vegetarian","3-min walk from Exit B, Fortress Hill MTR Station",4,3,3,3,3,16
Kentucky Fried Chicken 肯德基家鄉雞 (KFC),Below $50,265,19,4,American,North Point,52,0,87,109,"Visa,Master,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay","Eco-Friendly,Kid-friendly,Phone Reservation","3-min walk from Exit B1, North Point MTR Station",3,3,3,3,3,15
Shing’s Kitchen 聲哥?房,$51-100,2318,17,5,Guangdong,North Point,34,0,1,0,Cash,0,"4-min walk from Exit B4, North Point MTR Station",3,3,3,3,3,15
Zi Nen Ya Japanese Restaurant 自然屋日本料理,$101-200,2397,20,5,Japanese,North Point,47,0,1,0,0,0,"5-min walk from Exit B, Fortress Hill MTR Station",3,3,3,3,2,14
